Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
98799	37	женский	4	1	69,16	21	0	1	0	29.07.2006	1
98820	49	женский	4	4	69,23	3	2	1	0	26.07.2006	1
99070	34	мужской	1	4	69,23	1	2	1	0	22.07.2006	1
99095	49	мужской	1	5	69,25	2	3	1	0	27.07.2006	1
99120	54	женский	1	2	69,16	28	1	1	0	08.07.2006	1
99124	36	женский	1	3	69,16	1	1	1	0	29.07.2006	1
99168	33	женский	4	5	69,23	3	3	1	0	18.07.2006	1
99175	41	мужской	1	1	69,23	1	3	1	0	13.07.2006	1
99438	23	мужской	1	4	69,34	22	0	1	0	01.07.2006	1
99471	43	женский	3	1	69,27	1	5	1	0	30.07.2006	1
99569	45	мужской	3	5	69,27	10	4	1	0	10.07.2006	1
99590	41	женский	2	3	69,26	2	2	1	0	15.07.2006	1
99926	60	женский	3	4	69,58	16	6	1	0	21.07.2006	1
99987	38	мужской	4	4	69,63	1	1	1	0	18.07.2006	1
100017	21	мужской	1	2	69,64	1	2	1	0	18.07.2006	1
100104	31	мужской	3	2	69,58	2	2	1	0	12.07.2006	1
100127	53	мужской	2	4	69,57	1	4	1	0	11.07.2006	1
100165	50	женский	1	2	69,64	1	0	1	0	28.07.2006	1
100313	44	мужской	3	2	69,56	2	1	1	0	27.07.2006	1
100571	35	женский	2	2	69,59	2	1	1	0	10.07.2006	1
100732	21	мужской	1	4	69,62	3	2	1	0	07.07.2006	1
100964	36	мужской	3	3	69,65	2	1	1	0	13.07.2006	1
100999	44	мужской	1	2	69,73	1	3	1	0	03.07.2006	1
101026	53	мужской	2	4	69,65	17	6	1	0	10.07.2006	1
101045	44	мужской	3	2	69,72	1	2	1	0	11.07.2006	1
101057	51	женский	4	1	69,75	22	1	1	0	06.07.2006	1
101097	41	женский	3	3	69,66	1	5	1	0	22.07.2006	1
101172	68	женский	3	4	69,92	2	1	1	0	04.07.2006	1
101262	37	женский	3	3	70,01	3	3	1	0	30.07.2006	1
101534	33	мужской	3	4	69,99	2	2	1	0	21.07.2006	1
101567	33	мужской	3	3	70,05	2	3	1	0	25.07.2006	1
101771	49	женский	3	4	70,07	2	0	1	0	15.07.2006	1
101773	31	мужской	4	3	70,06	17	3	1	0	17.07.2006	1
101794	55	мужской	1	3	70,16	2	1	1	0	22.07.2006	1
101881	57	мужской	2	3	70,23	3	0	1	0	24.07.2006	1
101885	36	мужской	2	4	70,16	2	2	1	0	24.07.2006	1
101957	31	мужской	4	2	70,16	1	1	1	0	06.07.2006	1
102038	30	мужской	1	3	70,32	2	4	1	0	25.07.2006	1
102039	48	женский	1	6	70,32	26	4	1	0	03.07.2006	1
102052	36	женский	4	3	70,27	2	1	1	0	28.07.2006	1
102084	33	мужской	2	4	70,27	1	3	1	0	06.07.2006	1
102128	36	женский	2	2	70,33	1	4	1	0	14.07.2006	1
102338	34	женский	1	4	70,35	1	0	1	0	10.07.2006	1
102446	41	мужской	1	6	70,33	20	4	1	0	10.07.2006	1
102491	47	мужской	1	2	70,32	1	2	1	0	12.07.2006	1
102499	32	женский	2	1	70,33	12	1	1	0	18.07.2006	1
102538	28	женский	1	3	70,33	2	5	1	0	06.07.2006	1
102579	19	женский	3	2	70,32	1	4	1	0	12.07.2006	1
102701	31	мужской	2	2	70,32	1	0	1	0	14.07.2006	1
102916	41	женский	3	2	70,39	1	1	1	0	25.07.2006	1
102950	43	мужской	2	4	70,53	3	1	1	0	06.07.2006	1
102961	47	женский	3	2	70,5	1	3	1	0	10.07.2006	1
103003	48	женский	2	3	70,52	1	4	1	0	04.07.2006	1
103004	30	женский	3	3	70,52	3	4	1	0	29.07.2006	1
103009	31	женский	2	4	70,53	2	3	1	0	28.07.2006	1
103112	33	мужской	4	5	70,7	3	3	1	0	14.07.2006	1
103135	36	мужской	3	4	70,66	24	4	1	0	24.07.2006	1
103151	48	мужской	3	3	70,69	12	1	1	0	16.07.2006	1
103153	60	мужской	1	3	70,69	2	1	1	0	29.07.2006	1
103329	21	женский	1	4	70,65	3	2	1	0	24.07.2006	1
103380	46	женский	1	3	70,65	3	0	1	0	31.07.2006	1
103451	45	мужской	2	1	70,66	15	1	1	0	07.07.2006	1
103457	29	женский	3	5	70,69	3	8	1	0	20.07.2006	1
103609	59	женский	1	5	70,68	2	4	1	0	05.07.2006	1
103615	41	женский	2	4	70,68	2	4	1	0	19.07.2006	1
103680	56	женский	3	2	70,68	3	3	1	0	07.07.2006	1
103738	55	женский	2	3	70,75	1	3	1	0	07.07.2006	1
103748	38	женский	3	3	70,66	1	1	1	0	23.07.2006	1
103954	47	женский	1	6	70,7	23	1	1	0	29.07.2006	1
104018	46	мужской	2	6	70,7	23	1	1	0	27.07.2006	1
104193	35	мужской	2	2	70,78	1	2	1	0	23.07.2006	1
104229	39	мужской	2	5	70,93	15	3	1	0	04.07.2006	1
104283	53	мужской	2	1	70,93	1	3	1	0	23.07.2006	1
104351	52	мужской	4	4	70,9	7	1	1	0	18.07.2006	1
104598	42	мужской	4	2	70,88	37	2	1	0	15.07.2006	1
104674	42	мужской	2	1	70,89	22	3	1	0	25.07.2006	1
104685	38	мужской	2	5	70,89	3	3	1	0	28.07.2006	1
104728	28	женский	4	1	70,91	1	3	1	0	18.07.2006	1
104847	34	мужской	4	2	70,88	19	1	1	0	30.07.2006	1
104906	26	женский	2	4	70,94	2	3	1	0	02.07.2006	1
105037	32	мужской	2	1	70,87	1	2	1	0	30.07.2006	1
105527	38	женский	1	3	71	1	1	1	0	08.07.2006	1
105603	33	мужской	2	2	71	2	2	1	0	11.07.2006	1
105683	23	мужской	1	2	71,02	1	2	1	0	07.07.2006	1
105716	52	женский	3	2	70,96	1	1	1	0	29.07.2006	1
105993	23	женский	2	5	71,11	3	3	1	0	06.07.2006	1
106070	53	женский	1	1	71,09	36	3	1	0	17.07.2006	1
106137	39	мужской	2	2	71,1	1	2	1	0	30.07.2006	1
106199	35	женский	1	2	71,07	1	3	1	0	05.07.2006	1
106338	26	мужской	3	3	71,05	1	2	1	0	24.07.2006	1
106341	26	мужской	2	2	71,1	1	2	1	0	08.07.2006	1
106489	29	женский	3	3	71,09	1	1	1	0	26.07.2006	1
106576	49	женский	3	4	71,06	10	2	1	0	25.07.2006	1
106711	48	мужской	4	4	71,1	25	3	1	0	17.07.2006	1
106931	40	женский	3	5	71,31	3	5	1	0	13.07.2006	1
107096	38	женский	1	5	71,26	2	2	1	0	02.07.2006	1
107145	42	мужской	3	5	71,34	28	3	1	0	10.07.2006	1
107220	26	женский	2	3	71,5	18	0	1	0	22.07.2006	1
107359	43	женский	2	3	71,51	2	0	1	0	09.07.2006	1
107447	49	женский	4	5	71,47	21	0	1	0	09.07.2006	1
107481	34	женский	2	2	71,52	23	2	1	0	13.07.2006	1
107494	27	женский	3	4	71,48	3	3	1	0	14.07.2006	1
107535	28	мужской	2	1	71,48	1	1	1	0	02.07.2006	1
107580	31	мужской	1	3	71,53	21	6	1	0	29.07.2006	1
107801	54	мужской	4	3	71,54	2	3	1	0	17.07.2006	1
107860	19	женский	1	1	71,46	30	3	1	0	02.07.2006	1
107876	22	мужской	4	4	71,46	2	2	1	0	30.07.2006	1
107923	37	женский	2	4	71,5	2	3	1	0	17.07.2006	1
108068	41	женский	2	3	71,49	1	0	1	0	17.07.2006	1
108352	54	мужской	4	1	71,82	1	0	1	0	30.07.2006	1
108374	31	женский	2	2	71,79	1	2	1	0	26.07.2006	1
108385	45	мужской	1	1	71,76	1	2	1	0	10.07.2006	1
108554	32	женский	2	3	71,84	1	3	1	0	23.07.2006	1
108644	41	мужской	2	5	71,82	15	2	1	0	30.07.2006	1
108863	41	женский	2	4	71,85	3	2	1	0	02.07.2006	1
108953	19	женский	1	2	71,79	1	3	1	0	12.07.2006	1
109001	44	мужской	3	4	71,79	3	3	1	0	02.07.2006	1
109007	43	мужской	2	4	71,79	7	3	1	0	31.07.2006	1
109020	53	женский	4	3	71,79	1	2	1	0	02.07.2006	1
109189	53	мужской	4	4	72,16	2	3	1	0	21.07.2006	1
109275	32	мужской	2	3	72,22	1	1	1	0	03.07.2006	1
109352	36	мужской	3	2	72,25	1	3	1	0	26.07.2006	1
109568	82	мужской	1	3	72,91	1	3	1	0	31.07.2006	1
109671	35	мужской	1	4	72,95	1	2	1	0	24.07.2006	1
109705	38	женский	4	3	72,9	2	3	1	0	16.07.2006	1
109791	38	мужской	2	1	72,88	29	7	1	0	21.07.2006	1
109863	35	мужской	2	3	72,91	20	4	1	0	25.07.2006	1
109880	39	женский	1	3	72,88	1	1	1	0	27.07.2006	1
109922	43	мужской	2	6	72,86	1	0	1	0	15.07.2006	1
109991	34	женский	3	4	72,97	2	3	1	0	30.07.2006	1
110027	32	мужской	3	1	72,96	1	3	1	0	12.07.2006	1
110067	49	женский	1	4	72,98	1	3	1	0	08.07.2006	1
110359	48	женский	2	4	73,17	2	4	1	0	19.07.2006	1
110397	42	женский	2	4	73,2	2	3	1	0	17.07.2006	1
110568	33	мужской	3	2	73,2	1	3	1	0	20.07.2006	1
110597	39	женский	3	3	73,22	1	1	1	0	29.07.2006	1
110824	31	женский	2	1	73,79	17	3	1	0	21.07.2006	1
111011	44	женский	1	5	74,13	3	6	1	0	16.07.2006	1
111110	20	женский	3	5	74,12	25	0	1	0	25.07.2006	1
111284	39	женский	1	3	74,12	2	2	1	0	28.07.2006	1
111362	51	женский	3	3	74,12	1	2	1	0	14.07.2006	1
111372	47	мужской	3	2	74,12	2	2	1	0	13.07.2006	1
111416	31	женский	2	4	74,08	27	2	1	0	18.07.2006	1
111433	70	женский	1	2	74,08	24	2	1	0	30.07.2006	1
111464	29	женский	3	6	74,15	20	1	1	0	11.07.2006	1
111480	37	женский	2	2	74,15	1	1	1	0	02.07.2006	1
111536	44	женский	3	1	74,06	7	3	1	0	19.07.2006	1
111554	28	женский	1	4	74,06	27	3	1	0	12.07.2006	1
111610	34	мужской	2	2	74,13	1	3	1	0	05.07.2006	1
111759	64	мужской	3	3	74,07	24	0	1	0	03.07.2006	1
111837	39	мужской	4	3	74,05	2	2	1	0	24.07.2006	1
111847	44	женский	4	2	74,05	1	2	1	0	30.07.2006	1
111941	23	женский	2	3	74,1	24	2	1	0	16.07.2006	1
112222	76	мужской	1	4	74,51	25	5	1	0	11.07.2006	1
112325	32	мужской	4	3	75,04	1	1	1	0	28.07.2006	1
112419	34	мужской	3	3	75	1	1	1	0	04.07.2006	1
112421	22	мужской	3	4	75	3	1	1	0	30.07.2006	1
112583	43	мужской	3	4	75	38	4	1	0	03.07.2006	1
112609	39	мужской	3	2	75,01	1	3	1	0	10.07.2006	1
112665	40	женский	2	2	74,97	1	2	1	0	18.07.2006	1
112696	35	женский	2	2	74,95	1	2	1	0	14.07.2006	1
112819	49	мужской	1	3	75,01	1	2	1	0	31.07.2006	1
113037	50	мужской	2	1	74,97	1	3	1	0	26.07.2006	1
113227	41	мужской	3	3	74,96	18	4	1	0	25.07.2006	1
113423	36	женский	2	4	74,96	1	5	1	0	05.07.2006	1
113449	49	женский	2	3	75,03	1	1	1	0	28.07.2006	1
113513	34	мужской	2	5	75,01	26	2	1	0	11.07.2006	1
113658	34	мужской	2	2	74,95	1	2	1	0	30.07.2006	1
113701	34	женский	2	3	75,11	1	2	1	0	29.07.2006	1
113713	52	мужской	3	2	75,06	4	4	1	0	13.07.2006	1
113892	57	мужской	2	2	75,26	1	2	1	0	17.07.2006	1
114044	34	женский	3	4	75,51	2	1	1	0	09.07.2006	1
114111	32	мужской	2	5	75,49	12	0	1	0	23.07.2006	1
114131	33	мужской	1	3	75,5	2	1	1	0	03.07.2006	1
114214	30	женский	2	4	75,46	25	1	1	0	01.07.2006	1
114289	34	женский	2	3	75,53	2	3	1	0	30.07.2006	1
114454	54	женский	4	4	76,61	3	1	1	0	26.07.2006	1
114554	28	мужской	1	5	76,6	7	2	1	0	21.07.2006	1
114603	62	мужской	4	6	76,64	13	1	1	0	31.07.2006	1
114918	49	женский	3	3	77,15	11	2	1	0	19.07.2006	1
115032	39	женский	3	5	77,11	3	1	1	0	25.07.2006	1
115059	31	мужской	1	3	77,09	17	2	1	0	13.07.2006	1
115068	59	женский	4	2	77,09	1	2	1	0	29.07.2006	1
115172	38	мужской	1	6	77,12	3	1	1	0	07.07.2006	1
115308	21	женский	3	3	77,12	10	4	1	0	10.07.2006	1
115412	18	женский	3	3	77,08	2	0	1	0	12.07.2006	1
115573	55	мужской	3	5	77,15	17	2	1	0	06.07.2006	1
115591	54	мужской	3	1	77,15	29	2	1	0	05.07.2006	1
115709	39	женский	4	2	77,08	1	3	1	0	21.07.2006	1
115736	42	мужской	3	3	77,1	18	4	1	0	07.07.2006	1
116202	31	мужской	2	2	77,69	30	4	1	0	08.07.2006	1
116208	34	мужской	2	1	77,69	1	4	1	0	09.07.2006	1
116284	17	женский	1	1	77,71	21	1	1	0	12.07.2006	1
116714	47	мужской	3	2	78,09	2	5	1	0	27.07.2006	1
116869	41	мужской	3	6	78,62	13	4	1	0	31.07.2006	1
309	38	женский	2	1	17,77	1	3	1	0		0
319	35	мужской	4	1	17,77	1	3	1	0		0
325	24	мужской	0	1	17,75	1	1	1	0		0
326	29	женский	2	4	17,75	3	1	1	0		0
329	28	мужской	2	1	17,75	1	1	1	0		0
335	41	мужской	3	4	17,75	2	1	1	1	14.07.2006	1
341	26	женский	0	1	17,75	1	1	1	0		0
342	20	мужской	2	2	17,75	2	1	1	0		0
350	31	женский	2	1	17,75	1	1	1	0		0
353	73	женский	1	1	17,75	1	1	1	0		0
355	38	женский	4	1	17,75	1	1	1	0		0
366	50	женский	4	4	17,78	3	1	1	1		0
378	41	мужской	3	1	17,78	1	1	1	0		0
379	38	женский	0	1	17,78	1	1	1	0		0
385	35	женский	3	1	17,78	1	1	1	0		0
392	68	мужской	2	2	17,84	1	2	1	0		0
395	40	мужской	1	1	17,84	1	2	1	0		0
396	57	женский	3	1	17,84	1	2	1	0		0
398	49	мужской	0	1	17,84	1	2	1	0		0
420	50	женский	3	3	17,76	1	2	1	0	03.07.2006	1
434	39	мужской	3	1	17,76	1	2	1	0		0
435	36	мужской	3	1	17,76	1	2	1	0		0
441	38	женский	1	1	17,76	1	2	1	0		0
448	31	женский	2	1	17,93	1	4	1	0		0
451	45	мужской	2	2	17,93	1	2	1	0		0
456	57	женский	1	1	17,86	1	2	1	0		0
460	28	женский	3	1	17,97	1	2	1	0		0
485	36	женский	4	1	18,36	1	1	1	0		0
487	67	женский	1	3	18,42	1	3	1	0		0
499	39	мужской	2	1	18,65	1	2	1	0		0
506	40	женский	3	4	18,57	2	3	1	0	05.07.2006	1
507	79	мужской	1	3	18,57	3	3	1	0		0
519	18	мужской	3	1	18,61	1	7	1	0		0
526	35	мужской	3	5	18,56	2	2	1	0		0
528	38	женский	3	5	18,56	1	2	1	0		0
532	35	мужской	2	1	18,61	1	2	1	0	02.07.2006	1
533	41	женский	2	3	18,61	2	2	1	0		0
544	38	женский	2	1	18,7	1	1	1	0		0
548	27	мужской	4	1	18,79	1	2	1	0		0
552	47	женский	2	4	18,79	1	2	1	0		0
556	51	мужской	3	2	18,79	1	2	1	0		0
558	43	женский	4	3	18,79	1	2	1	0		0
573	29	мужской	0	1	18,77	1	3	1	0		0
580	54	женский	2	1	18,82	1	4	1	0		0
597	42	мужской	4	1	18,78	1	2	1	0		0
601	36	женский	2	3	18,85	1	0	1	0		0
612	44	мужской	3	3	18,79	1	0	1	0		0
614	31	мужской	4	5	18,97	2	1	1	0		0
615	50	женский	1	1	19,06	1	2	1	0		0
619	31	мужской	2	2	19,09	1	0	1	0		0
620	69	женский	0	1	19,1	1	2	1	0		0
622	52	женский	4	1	19,1	1	2	1	1		0
630	29	женский	4	1	19,11	1	1	1	0		0
652	41	мужской	2	5	19,72	2	3	1	0		0
659	40	мужской	1	3	19,83	1	0	1	0		0
663	74	мужской	1	1	19,77	1	0	1	0		0
675	27	женский	2	4	19,91	2	2	1	1		0
693	36	женский	4	3	19,93	3	2	1	0		0
697	74	мужской	2	4	19,93	2	2	1	0	29.07.2006	1
700	67	мужской	2	4	19,93	2	2	1	0		0
714	24	женский	3	1	19,93	1	2	1	0		0
720	44	женский	0	1	19,93	1	2	1	0		0
721	56	женский	3	1	19,93	1	2	1	0		0
729	60	мужской	3	4	19,88	3	2	1	0		0
731	28	мужской	1	5	19,88	3	2	1	0		0
750	56	женский	2	1	19,88	1	2	1	0		0
757	40	мужской	2	2	19,86	1	2	1	0		0
765	30	мужской	2	4	19,86	2	2	1	0		0
771	40	женский	4	1	19,86	1	2	1	0		0
778	50	мужской	3	1	19,86	1	2	1	0		0
794	52	мужской	4	1	19,86	1	3	1	1		0
800	32	мужской	2	3	19,86	2	3	1	0		0
805	28	мужской	3	1	19,86	1	3	1	0		0
806	32	женский	4	2	19,86	2	3	1	0	23.07.2006	1
807	65	мужской	0	1	19,86	1	3	1	0		0
817	53	женский	3	1	19,86	1	3	1	0		0
820	24	мужской	4	3	19,91	2	0	1	0		0
823	81	женский	4	3	19,91	3	0	1	1		0
832	38	женский	0	1	19,91	1	0	1	0		0
842	38	мужской	0	1	19,91	1	0	1	0		0
844	33	женский	2	1	19,91	1	0	1	0		0
847	44	мужской	2	2	19,91	2	0	1	0		0
851	42	мужской	0	1	19,91	1	0	1	0		0
853	44	женский	2	1	19,91	1	0	1	0		0
855	37	женский	0	1	19,91	1	0	1	0		0
859	39	мужской	2	5	19,93	3	3	1	0		0
894	41	женский	2	5	19,95	5	2	1	0	23.07.2006	1
896	36	мужской	2	1	20,21	1	2	1	0		0
920	30	женский	3	4	20,44	2	2	1	0	08.07.2006	1
925	59	женский	2	3	20,45	1	2	1	0	08.07.2006	1
954	29	мужской	2	1	20,56	1	7	1	0		0
955	29	женский	1	4	20,55	3	0	1	0		0
956	45	женский	3	1	20,55	1	0	1	0		0
964	43	женский	3	1	20,68	1	2	1	0		0
969	21	мужской	1	2	20,71	1	2	1	0		0
979	46	женский	4	3	20,65	1	4	1	0	30.07.2006	1
983	54	женский	0	1	20,67	1	0	1	0		0
984	44	женский	3	2	20,67	2	0	1	1		0
995	42	женский	3	1	20,7	1	3	1	0		0
1002	38	мужской	2	3	20,67	2	1	1	0		0
1005	40	женский	3	1	20,67	1	1	1	0		0
1013	62	мужской	1	1	20,67	1	1	1	0		0
1014	45	мужской	2	2	20,67	2	3	1	0		0
1016	45	мужской	3	1	20,67	1	3	1	0		0
1017	59	мужской	0	1	20,69	1	2	1	0		0
1020	38	женский	2	1	20,77	1	1	1	0		0
1029	41	женский	3	5	20,79	3	2	1	1		0
1040	26	женский	2	1	20,78	1	1	1	0		0
1055	24	мужской	4	1	20,76	1	2	1	1	08.07.2006	1
1059	43	женский	3	1	20,77	1	2	1	0		0
1066	55	мужской	4	2	20,94	1	3	1	0		0
1069	36	мужской	2	1	21,03	1	1	1	1		0
1091	29	женский	0	1	21,06	1	6	1	0		0
1103	45	мужской	2	2	21,31	1	1	1	0		0
1108	48	мужской	2	5	21,4	2	1	1	0		0
1111	44	мужской	2	3	21,37	2	4	1	0	11.07.2006	1
1116	53	женский	1	1	21,53	1	4	1	0		0
1135	37	мужской	2	4	21,45	2	3	1	0		0
1143	39	мужской	4	1	21,54	1	1	1	0		0
1148	46	мужской	2	3	21,55	2	1	1	0		0
1160	44	женский	1	1	21,58	1	3	1	0		0
1162	39	женский	1	1	21,58	1	2	1	0	23.07.2006	1
1164	26	женский	3	1	21,58	1	2	1	0		0
1169	44	женский	1	1	21,58	1	3	1	0		0
1176	35	женский	2	1	21,7	1	2	1	0		0
1186	48	мужской	0	1	21,85	1	2	1	0		0
1193	29	женский	2	2	21,83	2	3	1	0		0
1194	29	женский	3	1	21,82	1	3	1	0		0
1202	24	мужской	0	1	21,77	1	1	1	0		0
1214	48	мужской	2	1	21,95	1	2	1	0		0
1217	28	женский	0	2	22,13	1	1	1	0		0
1220	37	мужской	3	1	22,1	1	2	1	0		0
1230	57	женский	2	4	22,17	3	0	1	0	03.07.2006	1
1237	26	мужской	1	1	22,25	1	4	1	0		0
1249	24	женский	3	1	22,35	1	1	1	0		0
1252	69	женский	4	1	22,29	1	2	1	1		0
1295	69	мужской	3	1	22,45	1	4	1	0		0
1298	59	мужской	1	1	22,47	1	0	1	0		0
1301	43	мужской	4	1	22,47	1	3	1	0		0
1307	44	женский	0	1	22,52	1	2	1	0		0
1313	41	женский	3	3	22,52	3	1	1	0		0
1318	47	женский	2	5	22,51	3	3	1	0	07.07.2006	1
1319	41	мужской	2	1	22,51	1	3	1	0		0
1333	52	женский	3	1	22,47	1	2	1	0		0
1344	29	мужской	3	5	22,46	5	1	1	0		0
1354	31	женский	3	1	22,66	1	2	1	0		0
1359	47	женский	2	2	22,72	1	0	1	0		0
1361	40	мужской	2	1	22,72	1	0	1	0		0
1366	48	мужской	2	5	22,68	5	1	1	0	21.07.2006	1
1370	51	женский	2	2	22,74	2	1	1	0		0
1389	30	мужской	2	1	22,83	1	1	1	0		0
1399	43	женский	2	3	22,77	2	1	1	0		0
1407	43	мужской	1	1	22,77	1	1	1	0		0
1424	48	мужской	2	4	22,8	2	3	1	0		0
1430	34	мужской	0	1	22,78	1	0	1	0		0
1431	33	женский	3	1	22,78	1	0	1	0	22.07.2006	1
1437	54	женский	3	1	22,76	1	3	1	0		0
1441	31	женский	4	1	22,79	1	5	1	0		0
1447	51	мужской	0	1	22,82	1	2	1	0		0
1459	34	мужской	4	2	22,85	1	2	1	0		0
1471	40	женский	1	4	22,94	1	0	1	0	27.07.2006	1
1475	47	мужской	2	1	22,94	1	0	1	0		0
1485	52	мужской	0	1	22,87	1	1	1	0		0
1492	56	женский	1	6	22,89	3	5	1	0		0
1497	48	женский	2	3	22,88	2	3	1	0		0
1500	28	мужской	3	1	22,88	1	3	1	0		0
1502	41	женский	1	1	22,88	1	3	1	0		0
1507	36	мужской	4	3	22,93	1	0	1	1		0
1508	30	мужской	3	5	22,93	3	0	1	1	12.07.2006	1
1518	28	женский	2	3	22,92	2	0	1	0		0
1538	36	женский	1	1	22,94	1	2	1	0		0
1539	48	женский	3	4	22,95	4	0	1	0		0
1540	56	мужской	3	1	22,95	1	0	1	0		0
1556	31	мужской	1	1	22,86	1	1	1	0		0
1562	33	мужской	3	1	22,89	2	2	1	0		0
1576	37	женский	4	3	22,9	2	1	1	0		0
1580	42	мужской	2	1	22,9	1	1	1	0		0
1582	46	женский	4	2	22,93	1	4	1	0		0
1594	45	мужской	1	1	23,02	1	3	1	0		0
1603	26	женский	4	1	22,96	1	3	1	0		0
1622	37	мужской	4	3	23,05	3	2	1	0		0
1628	59	мужской	3	1	23,14	1	2	1	0		0
1648	54	женский	3	5	23,14	5	5	1	0		0
1655	36	мужской	2	4	23,1	2	4	1	0		0
1671	47	женский	2	1	23,14	1	2	1	0		0
1680	40	женский	1	1	23,1	1	1	1	0		0
1681	59	мужской	0	1	23,12	1	0	1	0		0
1682	42	женский	4	3	23,12	2	2	1	0	16.07.2006	1
1691	27	мужской	3	6	23,05	1	1	1	0		0
1701	32	мужской	3	1	23,07	1	3	1	0		0
1713	46	женский	4	1	23,19	1	1	1	0		0
1718	50	мужской	0	1	23,25	1	2	1	0		0
1719	57	мужской	3	1	23,28	1	3	1	1		0
1727	59	мужской	2	1	23,27	1	3	1	0		0
1733	17	мужской	2	6	23,41	3	4	1	0		0
1748	53	женский	3	1	23,42	1	6	1	0		0
1756	36	женский	2	5	23,42	3	1	1	0		0
1762	41	женский	4	3	23,52	3	4	1	0		0
1769	49	женский	3	4	23,53	4	1	1	0		0
1771	40	мужской	2	3	23,52	1	1	1	0		0
1789	48	мужской	2	3	23,5	2	0	1	0		0
1799	27	женский	2	1	23,45	1	2	1	0		0
1835	80	мужской	3	2	23,5	1	0	1	0		0
1838	35	мужской	0	1	23,5	1	0	1	0		0
1841	53	мужской	0	1	23,47	1	2	1	0		0
1850	39	мужской	2	1	23,46	1	1	1	0		0
1857	22	мужской	3	1	23,48	1	4	1	0		0
1858	70	женский	4	1	23,48	1	4	1	0		0
1859	45	женский	2	4	23,48	4	4	1	0		0
1866	51	мужской	2	2	23,51	1	3	1	0		0
1869	44	мужской	0	1	23,46	1	2	1	0		0
1871	40	женский	0	1	23,54	1	4	1	0		0
1888	49	женский	1	2	23,59	1	0	1	0		0
1915	26	мужской	3	2	23,85	1	3	1	0		0
1946	62	мужской	3	4	23,91	2	0	1	0		0
1947	25	женский	3	1	23,94	1	0	1	0		0
1973	37	женский	3	4	23,87	1	2	1	1		0
1987	48	мужской	2	1	23,89	1	4	1	0		0
1988	56	мужской	3	1	23,89	1	4	1	0		0
1991	36	женский	1	1	23,87	1	3	1	0		0
2002	22	женский	0	1	23,93	1	3	1	0		0
2003	41	мужской	1	1	23,93	1	3	1	0		0
2010	41	женский	0	1	23,86	1	2	1	0		0
2011	22	женский	1	1	23,86	1	2	1	0		0
2012	46	женский	4	1	23,86	1	2	1	0		0
2014	47	женский	3	1	23,92	5	4	1	0		0
2018	53	мужской	3	3	23,93	3	3	1	0		0
2019	40	мужской	1	1	23,93	1	3	1	0		0
2038	59	женский	2	1	23,94	1	1	1	0		0
2049	24	женский	1	3	24,09	1	3	1	0		0
2050	40	мужской	3	3	24,08	1	3	1	0		0
2052	18	женский	4	3	24,09	2	6	1	1		0
2055	52	мужской	2	1	24,08	1	1	1	0		0
2061	37	женский	3	1	24,11	1	1	1	0		0
2062	35	женский	3	4	24,08	2	2	1	1		0
2075	31	женский	2	1	24,13	1	1	1	0		0
2092	43	мужской	0	1	24,13	1	0	1	0		0
2096	42	мужской	1	3	24,12	1	0	1	0		0
2103	61	мужской	4	5	24,1	2	1	1	0		0
2107	52	мужской	2	1	24,12	1	5	1	0		0
2114	39	мужской	3	1	24,06	1	2	1	0		0
2126	54	женский	1	4	24,2	3	3	1	0		0
2147	55	женский	3	1	24,29	1	2	1	0		0
2179	34	мужской	0	3	24,4	1	0	1	0		0
2184	49	женский	2	2	24,39	1	1	1	0		0
2192	28	мужской	2	1	24,44	1	4	1	0		0
2196	34	мужской	3	2	24,43	1	3	1	0		0
2202	49	женский	3	1	24,35	1	3	1	0		0
2214	60	мужской	2	1	24,42	1	4	1	0		0
2238	37	женский	2	1	24,39	1	2	1	0		0
2241	36	женский	2	1	24,39	1	6	1	0		0
2261	14	мужской	4	1	24,45	1	3	1	0		0
2275	39	мужской	3	1	24,54	1	3	1	0		0
2282	42	мужской	2	1	24,53	1	3	1	0		0
2303	19	женский	3	1	24,66	1	2	1	0		0
2341	43	женский	3	4	24,82	1	6	1	0	29.07.2006	1
2342	42	женский	3	1	24,82	1	6	1	0		0
2350	44	женский	1	1	24,81	1	3	1	0		0
2354	37	мужской	2	2	24,81	1	4	1	0		0
2359	44	женский	4	1	24,78	1	1	1	0		0
2392	18	женский	3	2	25,04	2	2	1	0		0
2412	42	женский	3	1	24,96	1	3	1	0		0
2415	33	мужской	1	1	24,96	1	1	1	0		0
2418	53	мужской	3	1	24,99	1	3	1	0		0
2423	42	мужской	4	3	24,97	3	2	1	0	17.07.2006	1
2430	48	женский	3	1	24,98	1	1	1	0		0
2434	30	женский	2	1	24,97	1	2	1	0		0
2435	51	мужской	1	1	24,97	1	2	1	0		0
2437	59	мужской	4	2	25,02	1	4	1	0		0
2445	42	мужской	1	5	24,98	2	2	1	0		0
2450	52	мужской	2	2	24,98	1	5	1	0	24.07.2006	1
2463	53	женский	0	1	24,97	1	3	1	0		0
2465	51	мужской	2	4	25,04	2	4	1	0		0
2469	45	женский	1	1	24,99	1	4	1	0		0
2473	35	женский	4	1	24,96	1	4	1	0		0
2476	22	мужской	1	2	25,11	1	2	1	0		0
