Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
98677	13	мужской	3	1	69,2	1	1	1	0	04.07.2006	1
98739	61	мужской	1	1	69,17	18	5	1	0	27.07.2006	1
98987	37	женский	2	3	69,23	26	4	1	0	03.07.2006	1
98989	29	женский	3	4	69,23	2	4	1	0	25.07.2006	1
99090	41	женский	2	1	69,19	22	1	1	0	12.07.2006	1
99195	17	мужской	2	1	69,23	14	3	1	0	19.07.2006	1
99289	45	мужской	2	3	69,25	1	2	1	0	08.07.2006	1
99299	21	мужской	3	4	69,21	3	5	1	0	22.07.2006	1
99368	47	женский	1	2	69,2	1	1	1	0	22.07.2006	1
99407	41	мужской	1	6	69,27	13	1	1	0	25.07.2006	1
99578	28	мужской	2	1	69,25	27	2	1	0	09.07.2006	1
99657	52	женский	1	4	69,29	3	6	1	0	29.07.2006	1
100074	42	мужской	3	2	69,61	2	0	1	0	14.07.2006	1
100544	53	мужской	2	5	69,62	4	5	1	0	08.07.2006	1
100650	45	женский	2	2	69,59	1	3	1	0	09.07.2006	1
100766	35	женский	3	3	69,62	2	3	1	0	07.07.2006	1
100855	40	мужской	4	1	69,7	1	2	1	0	11.07.2006	1
100914	42	мужской	2	1	69,68	17	2	1	0	23.07.2006	1
100941	58	мужской	1	5	69,67	14	2	1	0	30.07.2006	1
101291	45	мужской	2	4	69,97	2	4	1	0	14.07.2006	1
101811	29	мужской	2	2	70,19	27	4	1	0	20.07.2006	1
102001	47	женский	2	4	70,19	2	2	1	0	23.07.2006	1
102031	52	мужской	1	4	70,29	1	1	1	0	02.07.2006	1
102183	41	женский	2	3	70,31	25	1	1	0	07.07.2006	1
102228	36	женский	2	4	70,27	4	1	1	0	24.07.2006	1
102313	53	мужской	2	1	70,33	28	2	1	0	29.07.2006	1
102614	30	женский	4	5	70,25	2	2	1	0	08.07.2006	1
102681	34	женский	3	1	70,26	25	3	1	0	10.07.2006	1
102781	47	женский	1	3	70,26	1	1	1	0	18.07.2006	1
102851	40	мужской	3	1	70,27	30	2	1	0	19.07.2006	1
103106	48	женский	2	3	70,72	1	0	1	0	13.07.2006	1
103116	42	женский	3	6	70,7	23	3	1	0	06.07.2006	1
103221	30	женский	2	1	70,7	22	6	1	0	29.07.2006	1
103321	56	женский	4	1	70,65	27	2	1	0	30.07.2006	1
103595	30	женский	3	3	70,71	24	1	1	0	28.07.2006	1
103646	37	женский	3	2	70,65	2	2	1	0	26.07.2006	1
103714	35	мужской	4	4	70,7	2	5	1	0	01.07.2006	1
103768	25	женский	4	2	70,69	16	3	1	0	20.07.2006	1
104068	28	мужской	2	4	70,68	2	0	1	0	10.07.2006	1
104274	52	женский	3	3	70,89	2	2	1	0	19.07.2006	1
104473	31	женский	2	2	70,94	1	0	1	0	19.07.2006	1
104490	44	мужской	1	1	70,86	1	4	1	0	15.07.2006	1
104788	48	мужской	2	1	70,93	26	1	1	0	15.07.2006	1
104836	25	мужской	3	4	70,86	2	1	1	0	29.07.2006	1
104904	52	мужской	2	5	70,88	2	2	1	0	11.07.2006	1
104943	39	мужской	4	2	70,9	1	2	1	0	22.07.2006	1
105002	45	женский	3	6	70,87	8	0	1	0	04.07.2006	1
105080	34	мужской	3	2	70,89	1	1	1	0	14.07.2006	1
105289	49	женский	4	3	70,9	2	1	1	0	29.07.2006	1
105366	31	женский	4	1	70,9	27	5	1	0	13.07.2006	1
106206	39	мужской	1	1	71,07	14	3	1	0	29.07.2006	1
106870	29	женский	2	2	71,34	16	3	1	0	10.07.2006	1
106937	43	мужской	1	2	71,32	1	4	1	0	11.07.2006	1
107203	25	женский	3	2	71,51	9	2	1	0	28.07.2006	1
107356	35	женский	2	4	71,51	3	0	1	0	17.07.2006	1
107390	61	мужской	3	3	71,5	2	3	1	0	25.07.2006	1
107506	42	мужской	1	4	71,54	2	3	1	0	27.07.2006	1
107566	62	женский	3	1	71,51	26	1	1	0	14.07.2006	1
107744	48	женский	1	6	71,54	3	3	1	0	25.07.2006	1
107939	13	женский	4	2	71,54	9	2	1	0	03.07.2006	1
108126	50	мужской	2	4	71,78	13	2	1	0	23.07.2006	1
108128	14	женский	2	1	71,78	26	2	1	0	26.07.2006	1
108157	56	женский	1	3	71,83	2	2	1	0	19.07.2006	1
108434	44	мужской	3	3	71,83	1	2	1	0	31.07.2006	1
108913	45	женский	2	2	71,8	1	2	1	0	03.07.2006	1
108926	37	мужской	2	2	71,82	1	0	1	0	10.07.2006	1
109026	48	женский	3	2	71,79	1	2	1	0	30.07.2006	1
109032	40	женский	2	3	71,78	1	3	1	0	02.07.2006	1
109082	38	мужской	3	5	71,98	3	4	1	0	05.07.2006	1
109532	33	мужской	2	2	72,92	8	2	1	0	07.07.2006	1
109814	38	мужской	3	2	72,94	2	4	1	0	12.07.2006	1
109876	21	женский	4	4	72,87	2	3	1	0	15.07.2006	1
109899	50	мужской	2	2	72,87	27	1	1	0	30.07.2006	1
109919	39	женский	3	2	72,88	1	2	1	0	06.07.2006	1
109997	40	женский	2	5	73,04	7	0	1	0	06.07.2006	1
110036	49	женский	4	1	73,05	6	6	1	0	26.07.2006	1
110074	41	мужской	4	2	73,01	1	2	1	0	20.07.2006	1
110149	33	женский	2	1	73,07	1	2	1	0	23.07.2006	1
110151	40	женский	4	6	73,08	17	0	1	0	16.07.2006	1
110190	31	мужской	1	2	73,07	1	4	1	0	05.07.2006	1
110243	46	женский	3	3	73,1	28	2	1	0	25.07.2006	1
110253	38	женский	1	2	73,14	9	7	1	0	24.07.2006	1
110365	24	женский	4	4	73,22	2	4	1	0	06.07.2006	1
110792	36	женский	3	3	73,59	29	2	1	0	30.07.2006	1
111035	50	женский	2	3	74,14	2	3	1	0	10.07.2006	1
111213	60	мужской	1	1	74,08	28	1	1	0	23.07.2006	1
111488	41	женский	2	4	74,15	1	6	1	0	17.07.2006	1
111694	37	мужской	2	1	74,11	29	2	1	0	18.07.2006	1
111769	34	женский	3	1	74,1	14	3	1	0	28.07.2006	1
111929	37	женский	3	5	74,06	6	1	1	0	21.07.2006	1
112240	41	мужской	1	5	75,02	11	6	1	0	12.07.2006	1
112356	40	женский	2	5	74,97	22	1	1	0	15.07.2006	1
112527	41	женский	2	2	74,99	1	5	1	0	07.07.2006	1
112548	34	мужской	3	2	74,98	2	1	1	0	29.07.2006	1
112564	34	мужской	1	4	75	3	4	1	0	11.07.2006	1
112777	27	женский	4	6	74,99	26	6	1	0	22.07.2006	1
112884	24	женский	2	4	75,03	2	4	1	0	18.07.2006	1
113032	51	мужской	3	3	74,97	1	3	1	0	15.07.2006	1
113064	49	женский	3	2	75,03	1	2	1	0	15.07.2006	1
113209	45	женский	3	3	74,98	2	1	1	0	22.07.2006	1
113370	38	мужской	2	3	75	3	0	1	0	31.07.2006	1
113687	40	женский	4	3	75,04	2	4	1	0	03.07.2006	1
113751	38	мужской	3	2	75,11	23	4	1	0	22.07.2006	1
113830	58	женский	2	2	75,11	23	3	1	0	20.07.2006	1
113931	37	женский	1	6	75,27	14	2	1	0	18.07.2006	1
113939	31	женский	2	6	75,26	6	1	1	0	23.07.2006	1
113973	56	женский	1	1	75,54	26	4	1	0	23.07.2006	1
114085	31	женский	3	1	75,46	29	1	1	0	12.07.2006	1
114100	66	женский	1	5	75,48	26	4	1	0	26.07.2006	1
114240	19	женский	2	3	75,55	29	5	1	0	14.07.2006	1
114367	28	мужской	3	6	76,19	3	2	1	0	18.07.2006	1
114443	47	женский	4	4	76,59	2	4	1	0	11.07.2006	1
114577	28	женский	3	1	76,64	25	4	1	0	19.07.2006	1
114706	23	женский	3	3	76,92	2	2	1	0	21.07.2006	1
115007	38	женский	3	2	77,07	2	1	1	0	27.07.2006	1
115126	16	мужской	3	3	77,08	2	0	1	0	24.07.2006	1
115260	48	женский	2	2	77,07	1	3	1	0	23.07.2006	1
116351	41	мужской	2	5	77,74	13	2	1	0	13.07.2006	1
116535	30	женский	3	3	77,66	3	0	1	0	29.07.2006	1
116891	58	женский	1	1	78,56	1	2	1	0	24.07.2006	1
116993	40	мужской	3	3	78,67	6	2	1	0	17.07.2006	1
314	28	мужской	0	1	17,77	1	3	1	0		0
320	24	женский	3	1	17,77	1	3	1	0		0
332	40	мужской	1	2	17,75	1	1	1	0		0
334	43	женский	3	3	17,75	1	1	1	0	11.07.2006	1
339	31	мужской	0	1	17,75	1	1	1	0		0
340	44	женский	3	1	17,75	1	1	1	0		0
346	17	женский	2	1	17,75	1	1	1	0		0
349	25	женский	0	1	17,75	1	1	1	0		0
356	20	мужской	4	1	17,75	1	1	1	0		0
384	43	женский	4	1	17,78	1	1	1	0		0
397	58	женский	1	3	17,84	2	2	1	0		0
403	68	женский	2	1	17,84	1	2	1	0		0
405	51	женский	1	1	17,84	1	2	1	0		0
424	34	мужской	4	1	17,76	1	2	1	0		0
440	40	мужской	3	2	17,76	2	2	1	0		0
443	31	мужской	3	1	17,87	1	1	1	0		0
446	56	женский	4	3	17,95	3	3	1	0		0
462	27	женский	2	1	17,97	1	2	1	0		0
472	33	мужской	2	1	17,98	1	4	1	0		0
477	25	мужской	1	4	18,08	1	2	1	0		0
482	45	женский	3	1	18,26	1	4	1	0		0
486	72	женский	2	1	18,42	1	2	1	0		0
492	35	мужской	2	1	18,48	1	1	1	0		0
494	49	мужской	1	1	18,65	1	2	1	0		0
500	39	мужской	3	3	18,57	1	3	1	0	04.07.2006	1
502	52	женский	0	1	18,57	1	3	1	0		0
516	35	женский	0	1	18,61	1	7	1	0		0
538	32	женский	1	1	18,56	1	4	1	0		0
540	34	женский	1	1	18,56	1	4	1	0		0
555	54	женский	2	1	18,79	1	2	1	0		0
557	27	женский	3	4	18,79	1	2	1	0	20.07.2006	1
581	66	мужской	3	5	18,82	5	4	1	0	06.07.2006	1
582	22	мужской	2	1	18,82	1	4	1	0		0
625	18	мужской	3	1	19,1	1	1	1	0		0
633	37	женский	4	1	19,07	1	2	1	0		0
642	33	женский	0	1	19,36	1	2	1	0		0
661	43	женский	1	5	19,82	3	1	1	0		0
664	50	женский	0	2	19,91	1	2	1	0		0
665	69	мужской	2	1	19,91	1	2	1	0		0
666	39	женский	2	2	19,91	4	2	1	0		0
673	39	женский	2	1	19,91	1	2	1	0		0
677	33	женский	2	6	19,91	3	2	1	0		0
679	53	мужской	2	3	19,91	2	2	1	0		0
680	48	мужской	2	1	19,91	1	2	1	0		0
685	43	мужской	3	2	19,91	2	2	1	0		0
696	35	женский	2	2	19,93	1	2	1	0	22.07.2006	1
717	46	женский	0	1	19,93	1	2	1	0		0
743	28	женский	1	4	19,88	4	2	1	0		0
762	59	женский	3	4	19,86	2	2	1	0		0
767	31	женский	1	3	19,86	1	2	1	0		0
789	28	мужской	3	4	19,86	3	3	1	0	18.07.2006	1
802	60	женский	3	1	19,86	1	3	1	0	09.07.2006	1
831	36	мужской	3	2	19,91	1	0	1	1	02.07.2006	1
846	32	женский	3	1	19,91	1	0	1	0		0
858	36	мужской	4	1	19,93	1	3	1	0		0
862	22	мужской	1	2	19,93	1	3	1	0		0
865	43	женский	3	1	19,93	4	3	1	0	04.07.2006	1
880	70	женский	0	1	19,93	1	3	1	0		0
884	54	мужской	3	1	19,93	1	3	1	0		0
891	36	мужской	3	1	19,95	1	3	1	0		0
895	49	женский	3	1	20,13	4	2	1	0		0
900	23	мужской	1	1	20,15	1	1	1	0		0
906	53	женский	3	5	20,19	2	5	1	0		0
908	34	мужской	2	3	20,2	1	5	1	0		0
910	28	мужской	3	1	20,18	1	3	1	0		0
913	32	женский	2	1	20,18	1	2	1	0		0
924	42	женский	2	1	20,36	1	4	1	0		0
931	64	мужской	4	1	20,48	1	4	1	0		0
935	50	женский	3	1	20,64	1	2	1	1		0
937	20	женский	2	4	20,61	2	0	1	0		0
938	38	мужской	1	1	20,64	1	2	1	0		0
944	29	мужской	4	3	20,62	2	1	1	1		0
965	52	женский	2	2	20,75	1	3	1	0	19.07.2006	1
989	58	женский	2	3	20,65	1	2	1	1		0
1025	37	мужской	2	3	20,82	1	1	1	0		0
1028	47	женский	3	2	20,79	1	2	1	0		0
1035	70	мужской	1	1	20,77	1	1	1	0		0
1038	49	женский	0	1	20,78	1	1	1	0		0
1051	42	мужской	2	3	20,82	2	3	1	0		0
1075	29	женский	3	1	21,03	1	0	1	0		0
1105	42	мужской	3	1	21,35	1	2	1	0		0
1118	35	женский	1	1	21,52	1	4	1	0		0
1119	31	женский	3	1	21,45	1	2	1	0		0
1121	46	женский	2	1	21,5	1	1	1	0		0
1130	55	женский	3	3	21,52	3	0	1	0	03.07.2006	1
1140	70	женский	2	1	21,49	1	3	1	0		0
1153	26	женский	4	2	21,56	1	1	0	0		0
1154	37	женский	3	1	21,65	1	4	1	0		0
1182	27	мужской	3	1	21,83	1	2	1	0		0
1191	62	женский	0	1	21,82	1	4	1	0		0
1192	33	мужской	0	1	21,83	1	3	1	0		0
1200	38	женский	3	3	21,76	2	2	1	0		0
1210	21	мужской	2	1	21,86	1	1	1	0		0
1215	38	женский	4	3	21,99	2	3	1	0	05.07.2006	1
1267	29	женский	3	1	22,39	1	5	1	0		0
1276	48	мужской	2	1	22,4	1	2	1	0		0
1287	45	женский	3	4	22,41	1	3	1	0		0
1305	43	женский	2	1	22,5	1	2	1	0		0
1322	40	женский	4	1	22,45	1	5	1	0		0
1324	37	мужской	0	1	22,49	1	0	1	0		0
1330	34	женский	3	2	22,55	1	2	1	0	04.07.2006	1
1340	48	женский	4	1	22,5	1	5	1	0		0
1356	25	женский	3	2	22,71	2	4	1	0		0
1357	60	женский	2	1	22,71	1	3	1	0		0
1373	46	женский	3	4	22,73	3	2	1	0		0
1398	30	женский	3	1	22,79	1	2	1	0		0
1406	42	мужской	2	1	22,77	1	1	1	0		0
1428	27	женский	3	5	22,83	1	3	1	0		0
1436	20	мужской	2	1	22,76	1	3	1	0		0
1445	38	женский	1	1	22,8	1	1	1	0		0
1495	40	мужской	4	4	22,91	2	4	1	0		0
1510	26	женский	4	1	22,93	1	0	1	0		0
1517	19	мужской	3	1	22,9	1	0	1	0		0
1529	52	мужской	0	1	22,88	1	0	1	0		0
1537	42	женский	4	1	22,94	1	2	1	0		0
1549	39	женский	3	4	22,87	3	2	1	0		0
1561	54	женский	0	1	22,89	1	2	1	0		0
1566	23	женский	3	2	22,88	2	1	1	1		0
1570	36	женский	2	3	22,85	1	0	1	0		0
1592	22	мужской	0	1	23,05	1	0	1	0		0
1597	47	женский	2	3	22,98	1	3	1	0		0
1607	21	женский	3	4	23,06	4	1	1	0		0
1612	26	женский	4	1	23,11	1	1	1	0		0
1661	46	женский	2	1	23,1	1	2	1	0		0
1667	71	мужской	2	3	23,14	2	4	1	0		0
1703	52	женский	2	1	23,12	1	1	1	0		0
1724	52	женский	3	2	23,28	2	3	1	0		0
1732	33	мужской	4	4	23,33	1	0	1	0	22.07.2006	1
1739	35	мужской	0	1	23,36	1	2	1	0		0
1747	25	мужской	4	4	23,43	1	1	1	0		0
1793	46	мужской	3	1	23,5	1	0	1	0		0
1795	53	мужской	0	2	23,48	1	2	1	0		0
1802	39	женский	1	1	23,55	1	6	1	0		0
1803	48	мужской	3	4	23,54	1	0	1	0		0
1817	47	женский	3	1	23,47	1	4	1	0		0
1827	32	женский	1	1	23,54	1	3	1	0		0
1830	35	женский	2	1	23,54	1	3	1	0		0
1849	23	женский	2	1	23,46	1	1	1	0		0
1852	43	мужской	2	1	23,49	1	1	1	0		0
1856	39	женский	2	3	23,49	3	1	1	0		0
1884	38	мужской	3	1	23,58	1	1	1	0		0
1893	63	мужской	4	1	23,56	1	1	1	0		0
1916	29	мужской	2	1	23,77	1	5	1	0		0
1921	36	женский	2	1	23,85	1	1	1	1		0
1931	43	женский	3	3	23,86	2	6	1	0		0
1934	44	женский	0	1	23,86	1	2	1	0		0
1960	51	женский	2	1	23,89	1	2	1	0		0
1972	33	женский	0	1	23,86	1	2	1	0		0
2020	36	женский	2	1	23,93	1	3	1	0		0
2025	39	мужской	1	1	23,88	1	2	1	0		0
2033	70	женский	3	1	23,88	1	4	1	0		0
2041	21	мужской	4	3	24	2	1	1	0	07.07.2006	1
2054	61	мужской	1	1	24,08	1	1	1	0		0
2085	30	мужской	1	1	24,07	1	3	1	0		0
2104	64	женский	1	1	24,1	1	1	1	0		0
2128	48	мужской	2	1	24,21	1	2	1	0		0
2161	35	мужской	2	1	24,31	1	0	1	0		0
2162	40	женский	0	1	24,32	1	4	1	0		0
2174	37	мужской	0	1	24,33	1	6	1	0		0
2181	52	мужской	1	1	24,44	1	1	1	0		0
2191	26	женский	1	1	24,44	1	4	1	0		0
2201	43	женский	3	1	24,35	1	3	1	0		0
2203	81	мужской	3	1	24,35	1	3	1	0		0
2219	22	женский	3	1	24,41	1	2	1	0		0
2232	34	мужской	2	5	24,41	3	1	1	0	24.07.2006	1
2248	31	мужской	4	4	24,37	1	0	1	1	03.07.2006	1
2266	50	мужской	2	1	24,36	1	2	1	0		0
2268	35	мужской	4	1	24,36	1	2	1	0		0
2276	28	женский	2	3	24,54	1	1	1	0		0
2287	54	женский	2	1	24,57	1	4	1	0		0
2290	43	женский	2	4	24,6	2	4	1	0		0
2305	44	женский	2	1	24,75	1	4	1	0		0
2306	34	мужской	1	1	24,69	1	3	1	0		0
2313	40	мужской	3	5	24,78	2	3	1	0	17.07.2006	1
2319	29	женский	2	2	24,78	1	3	1	0		0
2322	41	мужской	2	5	24,75	5	5	1	0	21.07.2006	1
2330	37	мужской	1	1	24,83	1	1	1	0		0
2337	55	мужской	4	2	24,75	1	1	1	1		0
2348	58	мужской	2	1	24,83	1	2	1	0		0
2357	37	женский	2	1	24,77	1	2	1	0		0
2360	47	женский	3	1	24,82	1	0	0	0		0
2365	53	мужской	0	1	24,8	1	0	1	0		0
2366	43	женский	1	1	24,84	1	3	1	0		0
2387	26	мужской	3	3	24,98	1	4	1	0	10.07.2006	1
2393	67	мужской	4	1	25,04	1	2	1	0		0
2405	32	мужской	0	1	24,95	1	3	1	0		0
2410	30	мужской	0	1	24,96	1	3	1	0		0
2426	31	женский	1	1	24,98	1	3	1	0		0
2427	42	мужской	3	1	24,98	1	3	1	0		0
2458	54	женский	4	1	24,97	1	5	1	1		0
2488	45	женский	1	1	25,11	1	1	1	0		0
2501	32	мужской	4	2	25,09	1	1	1	0		0
2505	26	женский	1	1	25,12	1	1	1	0		0
2511	38	женский	2	1	25,15	1	2	1	0		0
2518	59	мужской	3	1	25,12	1	1	1	0		0
2541	35	мужской	2	1	25,12	1	6	1	0		0
2551	53	мужской	1	1	25,11	1	2	1	0		0
2571	20	женский	3	4	25,13	2	2	1	0		0
2576	63	женский	3	4	25,13	2	3	1	0		0
2601	13	женский	3	1	25,13	1	0	1	0		0
2620	25	мужской	3	1	25,17	1	5	1	0		0
2644	29	женский	4	1	25,18	1	3	1	0		0
2657	42	мужской	3	1	25,16	1	3	1	0		0
2670	36	мужской	0	1	25,17	1	1	1	0		0
2676	37	мужской	2	1	25,21	1	2	1	0		0
2678	40	мужской	1	3	25,18	1	2	1	0		0
2679	54	мужской	3	1	25,18	1	2	1	0		0
2699	42	женский	0	1	25,17	1	1	1	0		0
2705	62	мужской	3	3	25,21	1	4	1	0		0
2718	67	мужской	4	1	25,21	1	3	1	0		0
2719	36	женский	2	1	25,22	1	2	1	0		0
2723	26	женский	2	1	25,21	1	0	1	0		0
2724	49	женский	2	2	25,21	1	0	1	0		0
2747	47	женский	3	1	25,42	1	1	1	0		0
2748	51	женский	2	1	25,42	1	1	1	0		0
2778	67	мужской	3	1	25,48	1	1	1	0		0
2796	33	мужской	3	4	25,45	3	2	1	0		0
2819	50	женский	2	2	25,61	1	2	1	0		0
2828	46	мужской	3	1	25,57	1	0	1	0		0
2835	34	женский	2	1	25,61	1	4	1	0		0
2844	55	женский	3	2	25,6	2	2	1	1	30.07.2006	1
2858	22	женский	2	2	25,58	2	2	1	0		0
2864	35	мужской	4	3	25,65	2	2	1	0		0
2866	38	женский	3	1	25,64	1	3	1	0		0
2867	41	мужской	3	1	25,64	1	3	1	0		0
2872	45	мужской	1	1	25,62	1	1	1	0		0
2894	49	женский	3	2	25,65	1	2	1	0		0
2905	25	мужской	3	4	25,62	2	3	1	1		0
2928	68	женский	3	1	25,69	1	1	1	1		0
2944	33	мужской	0	1	25,83	1	6	1	0		0
2954	43	женский	4	1	25,85	1	3	1	0		0
2976	46	женский	0	1	25,78	1	4	1	0		0
2984	21	женский	4	1	25,77	1	2	1	0		0
2991	30	мужской	2	2	25,82	1	4	1	0		0
2996	36	мужской	0	2	25,75	1	1	1	0		0
3000	47	женский	3	4	25,82	1	2	1	0		0
3009	45	мужской	2	1	25,84	1	1	1	0		0
3010	25	мужской	2	5	25,82	2	1	1	0		0
3013	24	мужской	3	1	25,75	1	1	1	0		0
3021	53	женский	1	1	25,79	1	3	1	0		0
3028	49	мужской	0	1	25,81	1	1	1	0		0
3038	32	мужской	4	1	25,82	1	4	1	0		0
3039	35	мужской	3	5	25,78	3	0	1	0		0
3055	60	женский	1	1	25,87	1	1	1	0		0
3082	57	мужской	2	4	25,88	2	3	1	0	11.07.2006	1
3108	52	женский	3	2	25,85	1	2	1	0		0
3139	39	женский	3	2	26,12	2	6	1	0		0
3171	32	мужской	2	1	26,07	1	1	1	0		0
3173	25	мужской	3	4	26,06	1	2	1	0		0
3184	60	женский	1	1	26,13	1	5	1	0		0
3202	39	женский	1	1	26,08	1	3	1	0		0
3207	37	женский	2	2	26,08	4	2	1	0		0
3228	28	мужской	3	4	26,09	3	2	1	0		0
3236	36	мужской	2	2	26,11	1	4	1	0		0
3238	27	женский	4	1	26,11	1	4	1	0		0
3258	20	женский	3	3	26,12	2	3	1	0		0
3269	38	мужской	3	1	26,07	1	3	1	0		0
3304	38	женский	3	1	26,14	1	3	1	0		0
3316	28	мужской	3	1	26,08	1	3	1	0		0
3319	49	мужской	4	1	26,08	1	2	1	0		0
3323	29	женский	3	1	26,14	1	4	1	0		0
3331	57	женский	3	1	26,09	1	3	1	0		0
3340	33	мужской	0	1	26,08	1	7	1	0		0
3341	31	женский	2	1	26,08	1	7	1	0		0
3350	49	мужской	4	3	26,14	1	0	1	0		0
3363	57	женский	1	1	26,09	1	5	1	0		0
3377	88	женский	2	1	26,09	1	5	1	0		0
3401	43	женский	0	1	26,2	1	5	1	0		0
3405	21	мужской	2	1	26,18	1	1	1	0		0
3407	27	женский	3	1	26,18	1	1	1	0		0
3414	43	мужской	3	1	26,16	1	0	1	0		0
3420	33	женский	2	1	26,24	1	4	1	0		0
3421	43	мужской	0	1	26,24	1	4	1	0		0
3424	24	мужской	0	1	26,25	1	1	1	0		0
3426	18	мужской	4	1	26,25	1	1	1	0		0
3438	39	женский	0	1	26,17	1	1	1	0		0
3454	32	мужской	2	3	26,24	2	4	1	0	29.07.2006	1
3483	39	женский	2	2	26,15	1	0	1	0		0
3488	44	мужской	2	3	26,18	2	3	1	0		0
3512	29	мужской	2	3	26,2	1	2	1	0		0
3517	46	мужской	1	1	26,22	1	3	1	0		0
3546	50	женский	2	2	26,22	1	2	1	0		0
3568	42	мужской	4	2	26,23	1	4	1	0		0
3598	19	женский	3	2	26,23	2	5	1	0		0
3605	38	женский	0	1	26,19	1	3	1	0		0
3618	28	женский	3	1	26,22	1	2	1	0		0
3644	30	мужской	3	1	26,34	1	2	1	0		0
3648	47	женский	3	1	26,34	1	2	1	0		0
3654	33	мужской	2	4	26,31	2	3	1	0		0
3668	19	мужской	2	1	26,26	1	1	1	0		0
3680	57	женский	2	2	26,34	1	4	1	0		0
3683	36	женский	4	1	26,34	1	4	1	0		0
3684	54	женский	1	1	26,34	1	4	1	0		0
3742	45	женский	2	2	26,31	1	3	1	0		0
3752	47	женский	3	2	26,28	1	0	1	0		0
3755	64	мужской	2	4	26,28	2	0	1	0		0
3758	37	мужской	3	4	26,32	3	2	1	0		0
3760	37	мужской	1	1	26,32	1	2	1	0		0
3769	29	мужской	3	1	26,26	1	5	1	0		0
3772	67	мужской	4	1	26,32	1	2	1	0		0
3773	33	мужской	0	1	26,32	1	2	1	0		0
3776	31	мужской	1	4	26,32	3	1	1	0		0
3796	41	мужской	4	3	26,3	1	2	1	0		0
3799	41	женский	2	1	26,3	1	2	1	0		0
3801	20	мужской	3	1	26,3	1	2	1	0		0
3808	36	женский	4	2	26,32	1	0	1	0		0
3815	14	мужской	2	4	26,27	2	5	1	0		0
3825	24	женский	2	1	26,26	1	1	1	0		0
3828	42	женский	1	1	26,26	1	1	1	0		0
3830	52	мужской	4	2	26,26	1	3	1	0		0
3886	36	мужской	2	1	26,25	1	2	1	0		0
3887	35	мужской	3	1	26,25	1	2	1	0		0
3890	44	мужской	1	1	26,37	1	2	1	0		0
3911	34	женский	2	4	26,47	1	1	1	0		0
3921	29	мужской	2	2	26,53	2	6	1	0		0
3936	66	женский	3	1	26,51	1	1	1	0		0
3939	52	мужской	2	1	26,53	1	3	1	0		0
3956	31	женский	3	6	26,55	3	6	1	0		0
3959	43	мужской	2	1	26,47	1	1	1	1		0
3971	68	женский	3	1	26,63	1	5	1	0		0
3989	36	мужской	4	3	26,69	1	4	1	0		0
4028	41	мужской	3	1	26,82	1	2	1	0		0
4046	21	мужской	2	1	26,85	1	2	1	0		0
4061	43	мужской	3	4	26,79	1	1	1	0	16.07.2006	1
4104	31	мужской	4	1	26,96	1	3	1	0		0
4150	54	женский	0	1	27,01	1	2	1	0		0
4154	40	мужской	0	1	27,01	1	2	1	0		0
4166	63	мужской	1	2	26,99	2	5	1	0		0
4170	34	женский	2	1	26,99	1	5	1	0		0
4182	34	мужской	3	1	27	1	0	1	1		0
4191	38	женский	3	1	27	1	0	1	0		0
4192	40	женский	3	1	27	1	0	1	0		0
4237	39	мужской	1	1	27,04	1	3	1	0		0
4252	42	женский	2	1	27,02	1	5	1	0		0
4257	64	мужской	2	3	27,02	2	5	1	0		0
4275	36	женский	2	3	27,02	2	1	1	0		0
4279	56	женский	0	1	26,96	1	0	1	0		0
4287	35	мужской	1	1	26,96	1	0	1	0		0
4289	19	мужской	2	4	26,96	2	0	1	0		0
4292	43	мужской	4	1	27	1	2	1	0		0
4312	28	женский	0	1	27,03	1	2	1	0		0
4326	25	женский	0	1	27,01	1	3	1	0		0
4332	25	женский	3	1	26,97	1	2	1	1		0
4334	68	мужской	1	1	26,97	1	2	1	0		0
4335	75	женский	4	1	26,97	1	2	1	0		0
4336	49	мужской	2	1	26,97	1	2	1	0		0
4355	38	мужской	0	1	27,02	1	4	1	0		0
4362	26	женский	3	1	26,96	1	1	1	0		0
4365	33	мужской	4	1	26,96	1	1	1	0		0
4368	48	мужской	3	1	26,96	1	1	1	0		0
4373	13	мужской	3	2	26,96	2	1	1	0		0
4379	44	женский	2	1	27,04	1	0	1	0		0
4380	40	женский	3	4	27,04	1	0	1	0		0
4381	33	мужской	0	1	27,04	1	0	1	0		0
4385	35	мужской	3	4	27,04	1	0	1	0		0
4395	25	мужской	2	1	27,04	1	4	1	0		0
4423	22	мужской	3	3	27,05	1	6	1	0		0
4437	27	мужской	3	3	27	1	1	1	1	21.07.2006	1
4455	66	женский	2	1	26,96	1	3	1	0		0
4477	59	женский	0	1	27,01	1	3	1	0		0
4483	22	мужской	1	4	27,01	1	3	1	0		0
4525	35	женский	3	1	26,96	1	3	1	0		0
4552	36	женский	1	1	27,04	1	1	1	0		0
4577	53	женский	0	1	26,96	1	1	1	0		0
4578	34	мужской	3	1	26,96	1	1	1	1		0
4582	36	мужской	0	1	26,96	1	1	1	0		0
4584	46	мужской	1	3	26,96	1	1	1	0		0
4627	36	женский	4	3	27,01	1	1	1	0		0
4645	27	женский	3	5	27,03	5	1	1	0		0
